File Size,Time
3092.95703125,12.328
3088.0302734375,12.509
3097.6806640625,12.408
3102.7705078125,13.465
3111.2587890625,12.6
3109.1904296875,12.386
3113.9501953125,12.865
3111.8525390625,12.637
3131.09375,12.902
3119.291015625,12.707
3111.5166015625,12.683
3114.8203125,12.54
3128.2353515625,13.468
3140.630859375,13.274
3129.04296875,12.499
3132.90625,12.608
3138.5048828125,12.666
3140.927734375,12.693
3146.4228515625,12.759
3135.9765625,12.679
3145.443359375,12.846
3143.5107421875,13.261
3157.4619140625,12.816
3162.3916015625,13.457
3171.7724609375,14.682
3172.6025390625,12.803
3168.7880859375,12.739
3158.7734375,12.921
3182.27734375,13.524
3174.669921875,12.873
3187.701171875,12.62
3185.5400390625,13.457
3196.265625,13.365
3200.3935546875,12.832
3173.01171875,14.605
3206.68359375,13.094
3200.4326171875,12.972
3201.568359375,13.283
3205.0009765625,13.472
3205.7177734375,12.901
3221.96484375,12.964
3208.875,12.785
3224.5927734375,12.83
3206.7861328125,12.975
3215.68359375,13.309
3228.587890625,12.911
3235.23828125,14.035
3236.513671875,12.965
3240.1298828125,13.022
3241.73046875,13.091
3249.3447265625,13.152
3249.6484375,12.887
3243.8251953125,13.096
3260.513671875,13.366
3263.2890625,12.962
3267.2724609375,13.189
3269.4921875,13.355
3260.6259765625,13.107
3279.052734375,13.181
3269.2265625,13.866
3279.1591796875,13.265
3277.5908203125,13.143
3278.3662109375,13.228
3278.14453125,13.215
3290.7041015625,13.286
3290.3896484375,13.186
3291.5703125,13.425
3292.3076171875,13.324
3298.681640625,13.174
3299.2919921875,13.295
3299.6025390625,13.32
3303.2509765625,13.419
3311.5234375,13.273
3315.76953125,13.262
3322.2919921875,13.39
3321.7626953125,13.238
3329.6396484375,13.608
3328.9677734375,13.725
3325.3134765625,13.422
3338.482421875,13.404
3328.5771484375,13.418
3338.2998046875,13.493
3353.515625,13.361
3331.14453125,13.548
3361.21875,13.712
3345.6435546875,13.669
3349.0654296875,13.589
3352.08203125,13.628
3357.4140625,13.633
3354.048828125,13.59
3364.1630859375,13.545
3377.7705078125,13.509
3378.66796875,13.782
3378.7548828125,13.805
3387.669921875,13.813
3388.421875,13.651
3402.38671875,13.717
3391.9921875,13.784
3396.7578125,13.87
3395.5693359375,13.49
3402.1884765625,13.865
3393.6904296875,13.702
3399.5634765625,13.835
3414.7998046875,13.792
3416.3125,13.654
3422.5927734375,13.829
3417.505859375,13.806
3414.6923828125,13.664
3415.7626953125,13.815
3428.814453125,13.801
3427.2763671875,13.901
3436.2734375,13.791
3441.9033203125,13.885
3446.146484375,14.066
3437.6904296875,13.863
3448.7509765625,14.111
3453.0146484375,13.907
3452.142578125,14.018
3458.447265625,14.037
3456.09375,13.988
3465.8876953125,14.36
3462.486328125,13.839
3453.361328125,13.96
3473.1298828125,14.002
3480.5830078125,14.102
3483.6484375,14.188
3480.46875,14.184
3479.326171875,13.867
3482.27734375,14.147
3487.3212890625,14.116
3498.55859375,14.282
3495.462890625,14.408
3506.546875,14.021
3503.0361328125,14.238
3499.2158203125,14.166
3502.9052734375,14.031
3515.0576171875,14.104
3507.0419921875,14.416
3522.5009765625,14.13
3523.35546875,14.282
3520.5009765625,14.317
3513.4853515625,14.459
3527.083984375,14.33
3533.42578125,14.344
3534.6171875,14.026
3543.9541015625,14.54
3535.505859375,14.264
3557.6806640625,14.379
3549.5849609375,14.355
3542.0009765625,14.413
3553.421875,14.286
3558.8291015625,14.729
3547.7236328125,14.636
3567.7734375,14.216
3557.1708984375,14.521
3571.189453125,14.579
3566.5185546875,14.662
3572.1044921875,14.29
3594.66796875,14.669
3582.251953125,14.55
3590.3505859375,14.673
3593.01171875,14.559
3582.796875,14.485
3595.634765625,14.884
3594.2353515625,14.539
3601.7021484375,14.644
3609.68359375,14.844
3614.013671875,14.632
3615.9892578125,14.581
3605.8974609375,14.469
3619.1474609375,14.604
3619.50390625,14.606
3634.654296875,14.692
3633.45703125,14.842
3641.240234375,14.668
3614.4169921875,14.441
3624.982421875,14.965
3637.794921875,14.726
3632.1640625,14.609
3647.0283203125,14.863
3641.2236328125,14.734
3649.279296875,14.694
3661.0634765625,15.17
3638.6259765625,14.623
3660.0263671875,14.698
3649.767578125,16.127
3675.37890625,15.701
3667.6123046875,14.888
3665.0458984375,15.022
3673.2998046875,14.946
3680.9755859375,15.051
3688.1533203125,14.888
3696.6025390625,15.44
3691.12109375,15.149
3671.5888671875,15.562
3697.6123046875,15.067
3703.3359375,15.153
3704.66015625,15.237
3707.4189453125,14.928
3706.2958984375,15.113
3708.283203125,15.667
3702.5849609375,15.752
3722.8330078125,15.1
3726.55078125,14.946
3718.8515625,15.596
3727.3056640625,15.057
3718.9482421875,14.919
3740.9033203125,14.891
3733.654296875,14.771
3736.947265625,15.114
3727.5283203125,15.281
3750.3896484375,15.271
3746.935546875,15.168
3744.205078125,15.578
3758.1318359375,15.211
3751.919921875,15.218
3754.306640625,15.08
3772.4765625,15.308
3772.5966796875,15.29
3768.0771484375,15.152
3770.27734375,15.427
3767.8681640625,15.527
3781.345703125,15.048
3779.654296875,15.049
3788.7861328125,15.145
3792.3896484375,15.158
3779.392578125,15.162
3792.6923828125,15.308
3815.0185546875,15.451
3793.4091796875,15.483
3813.5859375,15.465
3785.654296875,15.565
3822.67578125,15.438
3806.375,15.375
3811.791015625,15.424
3821.73828125,15.304
3827.7080078125,15.395
3818.0126953125,15.333
3821.1640625,15.396
3826.4091796875,15.659
3826.3447265625,15.513
3831.005859375,15.495
3853.7685546875,15.666
3860.52734375,15.749
3840.666015625,15.637
3843.7587890625,15.378
3850.9853515625,15.318
3841.5029296875,15.491
3846.44140625,15.528
3869.7392578125,15.945
3861.3486328125,15.689
3872.24609375,15.817
3873.416015625,15.681
